수집일자,건구 온도,습구 온도,근권,상대 습도,절대 습도,이슬점,수분 부족,이산화탄소,날짜,시간
2021-09-17 05:21:00,6.4,6.1,6.3,95.8,7.2,5.8,0.3,898,2021-09-17,05:21:00
2021-09-17 05:26:00,6.0,5.6,5.4,94.9,6.9,5.2,0.4,898,2021-09-17,05:26:00
2021-09-17 05:31:00,5.6,5.1,4.8,93.9,6.7,4.7,0.4,898,2021-09-17,05:31:00
2021-09-17 05:36:00,5.2,4.9,4.4,95.6,6.6,4.5,0.3,896,2021-09-17,05:36:00
2021-09-17 05:41:00,4.9,4.6,4.1,94.7,6.5,4.2,0.4,895,2021-09-17,05:41:00
2021-09-17 05:46:00,5.2,4.9,4.6,95.6,6.6,4.5,0.3,895,2021-09-17,05:46:00
2021-09-17 05:51:00,5.9,5.6,5.6,95.7,6.9,5.2,0.3,894,2021-09-17,05:51:00
2021-09-17 05:56:00,6.4,6.1,6.1,95.0,7.1,5.7,0.4,893,2021-09-17,05:56:00
2021-09-17 06:01:00,6.1,5.8,5.6,94.9,7.0,5.4,0.4,893,2021-09-17,06:01:00
2021-09-17 06:06:00,5.6,5.3,4.9,94.8,6.8,4.9,0.4,891,2021-09-17,06:06:00
2021-09-17 06:11:00,5.3,5.0,4.4,94.7,6.6,4.5,0.4,890,2021-09-17,06:11:00
2021-09-17 06:16:00,5.0,4.7,4.3,95.6,6.6,4.4,0.3,889,2021-09-17,06:16:00
2021-09-17 06:21:00,4.9,4.6,4.2,95.6,6.5,4.2,0.3,888,2021-09-17,06:21:00
2021-09-17 06:26:00,5.5,5.3,5.1,96.6,6.8,5.0,0.2,886,2021-09-17,06:26:00
2021-09-17 06:31:00,6.2,5.9,5.9,95.8,7.1,5.6,0.3,885,2021-09-17,06:31:00
2021-09-17 06:36:00,6.4,6.1,6.1,95.8,7.2,5.8,0.3,882,2021-09-17,06:36:00
2021-09-17 06:41:00,5.9,5.6,5.3,94.9,6.9,5.2,0.4,883,2021-09-17,06:41:00
2021-09-17 06:46:00,5.5,5.1,4.7,94.8,6.7,4.7,0.4,883,2021-09-17,06:46:00
2021-09-17 06:51:00,5.1,4.8,4.3,95.6,6.6,4.5,0.3,883,2021-09-17,06:51:00
2021-09-17 06:56:00,5.0,4.6,4.1,94.7,6.5,4.2,0.4,882,2021-09-17,06:56:00
2021-09-17 07:01:00,5.1,4.9,4.5,96.5,6.7,4.6,0.2,881,2021-09-17,07:01:00
2021-09-17 07:06:00,5.9,5.6,5.5,95.7,6.9,5.2,0.3,878,2021-09-17,07:06:00
2021-09-17 07:11:00,6.4,6.1,6.3,95.8,7.2,5.8,0.3,878,2021-09-17,07:11:00
2021-09-17 07:16:00,6.3,6.0,5.7,94.9,7.1,5.6,0.4,877,2021-09-17,07:16:00
2021-09-17 07:21:00,5.8,5.4,4.9,94.8,6.8,5.0,0.4,877,2021-09-17,07:21:00
2021-09-17 07:26:00,5.4,5.1,4.6,94.8,6.7,4.7,0.4,876,2021-09-17,07:26:00
2021-09-17 07:36:00,5.6,5.5,5.2,98.4,7.0,5.4,0.1,873,2021-09-17,07:36:00
2021-09-17 07:41:00,5.9,5.7,5.4,97.5,7.1,5.5,0.2,873,2021-09-17,07:41:00
2021-09-17 07:46:00,6.1,6.0,5.8,97.5,7.2,5.8,0.2,873,2021-09-17,07:46:00
2021-09-17 07:51:00,6.4,6.3,6.1,97.6,7.3,6.1,0.2,873,2021-09-17,07:51:00
2021-09-17 07:56:00,6.6,6.5,6.3,97.6,7.4,6.3,0.2,876,2021-09-17,07:56:00
2021-09-17 08:01:00,6.1,5.7,5.4,94.0,6.9,5.2,0.4,877,2021-09-17,08:01:00
2021-09-17 08:06:00,5.7,5.2,4.8,93.0,6.7,4.7,0.5,877,2021-09-17,08:06:00
2021-09-17 08:11:00,5.4,5.0,4.5,93.9,6.6,4.5,0.4,877,2021-09-17,08:11:00
2021-09-17 08:16:00,5.0,4.6,4.3,94.7,6.5,4.2,0.4,875,2021-09-17,08:16:00
2021-09-17 08:21:00,4.8,4.5,4.0,95.6,6.5,4.2,0.3,875,2021-09-17,08:21:00
2021-09-17 08:26:00,4.8,4.4,3.9,94.6,6.4,4.0,0.4,874,2021-09-17,08:26:00
2021-09-17 08:31:00,5.0,4.8,4.5,96.5,6.6,4.5,0.2,872,2021-09-17,08:31:00
2021-09-17 08:36:00,5.8,5.5,5.4,95.7,6.9,5.1,0.3,871,2021-09-17,08:36:00
2021-09-17 08:41:00,6.3,6.0,6.1,95.8,7.1,5.6,0.3,869,2021-09-17,08:41:00
2021-09-17 08:46:00,5.9,5.5,5.3,94.0,6.8,5.0,0.4,867,2021-09-17,08:46:00
2021-09-17 08:51:00,5.8,5.6,5.3,96.6,7.0,5.3,0.2,866,2021-09-17,08:51:00
2021-09-17 08:56:00,6.1,6.0,5.7,97.5,7.2,5.8,0.2,866,2021-09-17,08:56:00
2021-09-17 09:01:00,5.9,5.5,5.3,94.9,6.9,5.1,0.4,867,2021-09-17,09:01:00
2021-09-17 09:06:00,5.4,5.0,4.6,93.9,6.6,4.5,0.4,867,2021-09-17,09:06:00
2021-09-17 09:11:00,5.1,4.7,4.3,93.8,6.5,4.2,0.4,868,2021-09-17,09:11:00
2021-09-17 09:16:00,5.1,4.8,4.3,96.5,6.6,4.6,0.2,864,2021-09-17,09:16:00
2021-09-17 09:21:00,4.8,4.5,4.0,95.6,6.5,4.2,0.3,854,2021-09-17,09:21:00
2021-09-17 09:26:00,4.6,4.3,3.9,95.5,6.4,4.0,0.3,847,2021-09-17,09:26:00
2021-09-17 09:31:00,5.1,4.8,4.6,96.5,6.6,4.6,0.2,844,2021-09-17,09:31:00
2021-09-17 09:36:00,5.8,5.5,5.5,95.7,6.9,5.2,0.3,842,2021-09-17,09:36:00
2021-09-17 09:41:00,6.3,5.9,6.0,94.9,7.1,5.5,0.4,841,2021-09-17,09:41:00
2021-09-17 09:46:00,5.8,5.4,5.2,94.8,6.8,5.0,0.4,841,2021-09-17,09:46:00
2021-09-17 09:51:00,5.4,5.0,4.6,93.9,6.6,4.5,0.4,842,2021-09-17,09:51:00
2021-09-17 09:56:00,5.1,4.8,4.3,94.7,6.5,4.3,0.4,841,2021-09-17,09:56:00
2021-09-17 10:01:00,4.9,4.6,4.1,95.6,6.5,4.3,0.3,840,2021-09-17,10:01:00
2021-09-17 10:06:00,4.7,4.4,4.0,95.5,6.4,4.0,0.3,839,2021-09-17,10:06:00
2021-09-17 10:11:00,4.7,4.4,4.1,95.5,6.4,4.0,0.3,838,2021-09-17,10:11:00
2021-09-17 10:16:00,5.5,5.2,5.1,95.7,6.8,4.9,0.3,836,2021-09-17,10:16:00
2021-09-17 10:21:00,6.2,5.9,5.9,95.8,7.1,5.6,0.3,835,2021-09-17,10:21:00
2021-09-17 10:26:00,6.1,5.8,5.6,95.8,7.0,5.4,0.3,833,2021-09-17,10:26:00
2021-09-17 10:31:00,5.7,5.3,5.0,94.8,6.8,4.9,0.4,830,2021-09-17,10:31:00
2021-09-17 10:36:00,5.4,5.0,4.6,94.7,6.7,4.6,0.4,829,2021-09-17,10:36:00
2021-09-17 10:41:00,5.1,4.8,4.3,95.6,6.6,4.4,0.3,829,2021-09-17,10:41:00
2021-09-17 10:46:00,4.9,4.6,4.1,95.6,6.5,4.2,0.3,828,2021-09-17,10:46:00
2021-09-17 10:51:00,4.6,4.4,3.8,96.4,6.4,4.1,0.2,827,2021-09-17,10:51:00
2021-09-17 10:56:00,4.9,4.6,4.3,95.6,6.5,4.3,0.3,826,2021-09-17,10:56:00
2021-09-17 11:01:00,5.7,5.4,5.4,95.7,6.9,5.1,0.3,825,2021-09-17,11:01:00
2021-09-17 11:06:00,6.3,6.0,6.0,94.9,7.1,5.6,0.4,825,2021-09-17,11:06:00
2021-09-17 11:11:00,6.1,5.7,5.5,94.9,7.0,5.3,0.4,823,2021-09-17,11:11:00
2021-09-17 11:16:00,5.6,5.3,4.9,95.7,6.8,5.0,0.3,820,2021-09-17,11:16:00
2021-09-17 11:21:00,5.4,5.1,4.6,95.7,6.7,4.7,0.3,817,2021-09-17,11:21:00
2021-09-17 11:26:00,5.0,4.7,4.3,95.6,6.6,4.4,0.3,816,2021-09-17,11:26:00
2021-09-17 11:31:00,4.8,4.5,4.0,95.6,6.5,4.2,0.3,816,2021-09-17,11:31:00
2021-09-17 11:36:00,4.7,4.4,3.9,95.5,6.4,4.0,0.3,815,2021-09-17,11:36:00
2021-09-17 11:41:00,4.8,4.5,4.0,95.5,6.4,4.1,0.3,815,2021-09-17,11:41:00
2021-09-17 11:46:00,5.6,5.3,5.1,95.7,6.8,4.9,0.3,814,2021-09-17,11:46:00
2021-09-17 11:51:00,6.2,5.9,5.9,95.8,7.1,5.6,0.3,814,2021-09-17,11:51:00
2021-09-17 11:56:00,6.1,5.8,5.6,94.9,7.0,5.4,0.4,814,2021-09-17,11:56:00
2021-09-17 12:01:00,5.6,5.3,4.9,94.8,6.8,4.9,0.4,814,2021-09-17,12:01:00
2021-09-17 12:06:00,5.3,5.0,4.6,95.6,6.7,4.7,0.3,815,2021-09-17,12:06:00
2021-09-17 12:11:00,5.1,4.8,4.3,95.6,6.6,4.4,0.3,816,2021-09-17,12:11:00
2021-09-17 12:16:00,4.9,4.6,4.1,95.6,6.5,4.3,0.3,815,2021-09-17,12:16:00
2021-09-17 12:21:00,4.8,4.5,4.0,95.6,6.5,4.2,0.3,814,2021-09-17,12:21:00
2021-09-17 12:26:00,4.8,4.5,4.0,95.5,6.4,4.1,0.3,813,2021-09-17,12:26:00
2021-09-17 12:31:00,4.9,4.6,4.2,95.6,6.5,4.2,0.3,811,2021-09-17,12:31:00
2021-09-17 12:36:00,5.7,5.4,5.3,95.7,6.9,5.1,0.3,810,2021-09-17,12:36:00
2021-09-17 12:41:00,6.3,6.0,6.0,95.8,7.1,5.6,0.3,810,2021-09-17,12:41:00
2021-09-17 12:46:00,6.0,5.6,5.4,94.9,6.9,5.2,0.4,811,2021-09-17,12:46:00
2021-09-17 12:51:00,5.6,5.3,4.9,94.8,6.8,4.9,0.4,811,2021-09-17,12:51:00
2021-09-17 12:56:00,5.4,5.1,4.6,95.7,6.7,4.8,0.3,810,2021-09-17,12:56:00
2021-09-17 13:01:00,5.2,4.9,4.4,95.6,6.6,4.5,0.3,808,2021-09-17,13:01:00
2021-09-17 13:07:00,5.3,5.0,4.6,96.5,6.7,4.7,0.2,808,2021-09-17,13:07:00
2021-09-17 13:12:00,5.4,5.3,4.9,97.5,6.9,5.1,0.2,807,2021-09-17,13:12:00
2021-09-17 13:17:00,5.5,5.2,4.8,95.7,6.8,4.9,0.3,807,2021-09-17,13:17:00
2021-09-17 13:22:00,5.2,4.9,4.4,95.6,6.6,4.5,0.3,807,2021-09-17,13:22:00
2021-09-17 13:27:00,5.0,4.6,4.2,94.7,6.5,4.2,0.4,807,2021-09-17,13:27:00
2021-09-17 13:32:00,4.9,4.5,4.1,94.6,6.4,4.1,0.4,807,2021-09-17,13:32:00
2021-09-17 13:37:00,4.8,4.5,4.1,95.6,6.5,4.2,0.3,805,2021-09-17,13:37:00
2021-09-17 13:42:00,4.8,4.5,4.1,95.5,6.4,4.1,0.3,803,2021-09-17,13:42:00
2021-09-17 13:47:00,4.8,4.5,4.1,95.6,6.5,4.2,0.3,800,2021-09-17,13:47:00
2021-09-17 13:52:00,4.9,4.6,4.2,95.6,6.5,4.2,0.3,794,2021-09-17,13:52:00
2021-09-17 13:57:00,4.9,4.7,4.3,96.5,6.6,4.4,0.2,786,2021-09-17,13:57:00
2021-09-17 14:02:00,4.9,4.6,4.2,95.6,6.5,4.2,0.3,780,2021-09-17,14:02:00
2021-09-17 14:07:00,4.8,4.5,4.1,94.6,6.4,4.0,0.4,778,2021-09-17,14:07:00
2021-09-17 14:12:00,4.8,4.5,4.1,95.5,6.4,4.1,0.3,775,2021-09-17,14:12:00
2021-09-17 14:17:00,4.8,4.5,4.0,95.5,6.4,4.1,0.3,773,2021-09-17,14:17:00
2021-09-17 14:22:00,5.0,4.7,4.3,95.6,6.6,4.4,0.3,772,2021-09-17,14:22:00
2021-09-17 14:27:00,5.8,5.5,5.3,96.6,7.0,5.3,0.2,773,2021-09-17,14:27:00
2021-09-17 14:32:00,6.3,6.0,5.9,95.8,7.2,5.7,0.3,774,2021-09-17,14:32:00
2021-09-17 14:37:00,6.1,5.8,5.6,95.8,7.1,5.5,0.3,773,2021-09-17,14:37:00
2021-09-17 14:42:00,5.9,5.6,5.2,95.7,6.9,5.2,0.3,770,2021-09-17,14:42:00
2021-09-17 14:47:00,5.7,5.3,4.9,94.8,6.8,4.9,0.4,769,2021-09-17,14:47:00
2021-09-17 14:52:00,5.6,5.2,4.8,94.8,6.7,4.8,0.4,769,2021-09-17,14:52:00
2021-09-17 14:57:00,5.5,5.2,4.8,95.7,6.8,4.9,0.3,766,2021-09-17,14:57:00
2021-09-17 15:01:00,5.6,5.3,4.8,96.6,6.9,5.1,0.2,760,2021-09-17,15:01:00
2021-09-17 15:07:00,5.5,5.2,4.8,95.7,6.8,4.9,0.3,755,2021-09-17,15:07:00
2021-09-17 15:12:00,5.6,5.3,4.8,96.6,6.9,5.1,0.2,748,2021-09-17,15:12:00
2021-09-17 15:17:00,5.7,5.4,4.9,95.7,6.9,5.1,0.3,738,2021-09-17,15:17:00
2021-09-17 15:22:00,5.7,5.5,4.9,96.6,6.9,5.2,0.2,729,2021-09-17,15:22:00
2021-09-17 15:27:00,5.7,5.4,4.8,95.7,6.9,5.1,0.3,720,2021-09-17,15:27:00
2021-09-17 15:32:00,5.4,5.1,4.6,95.7,6.7,4.8,0.3,715,2021-09-17,15:32:00
2021-09-17 15:37:00,5.3,5.0,4.4,95.6,6.7,4.6,0.3,714,2021-09-17,15:37:00
2021-09-17 15:42:00,5.2,4.9,4.4,95.6,6.6,4.5,0.3,714,2021-09-17,15:42:00
2021-09-17 15:47:00,5.3,5.0,4.5,95.6,6.7,4.6,0.3,712,2021-09-17,15:47:00
2021-09-17 15:52:00,5.0,4.7,4.3,95.6,6.6,4.4,0.3,712,2021-09-17,15:52:00
2021-09-17 15:57:00,4.9,4.6,4.1,96.5,6.6,4.4,0.2,713,2021-09-17,15:57:00
2021-09-17 16:02:00,4.9,4.6,4.2,95.6,6.5,4.2,0.3,713,2021-09-17,16:02:00
2021-09-17 16:07:00,4.8,4.5,4.1,95.6,6.5,4.2,0.3,715,2021-09-17,16:07:00
2021-09-17 16:12:00,4.7,4.4,4.1,95.5,6.4,4.0,0.3,717,2021-09-17,16:12:00
2021-09-17 16:17:00,4.8,4.5,4.1,95.5,6.4,4.1,0.3,718,2021-09-17,16:17:00
2021-09-17 16:22:00,4.8,4.5,4.0,95.5,6.4,4.1,0.3,719,2021-09-17,16:22:00
2021-09-17 16:27:00,4.8,4.5,4.1,95.6,6.5,4.2,0.3,719,2021-09-17,16:27:00
2021-09-17 16:32:00,4.9,4.6,4.3,95.6,6.5,4.3,0.3,718,2021-09-17,16:32:00
2021-09-17 16:37:00,4.9,4.6,4.3,95.6,6.5,4.3,0.3,719,2021-09-17,16:37:00
2021-09-17 16:42:00,4.9,4.6,4.2,95.6,6.5,4.3,0.3,719,2021-09-17,16:42:00
2021-09-17 16:47:00,4.9,4.6,4.1,95.6,6.5,4.3,0.3,720,2021-09-17,16:47:00
2021-09-17 16:52:00,5.0,4.7,4.1,95.6,6.6,4.4,0.3,720,2021-09-17,16:52:00
2021-09-17 16:57:00,5.0,4.7,4.2,95.6,6.6,4.4,0.3,720,2021-09-17,16:57:00
2021-09-17 17:02:00,4.9,4.7,4.2,96.5,6.6,4.4,0.2,720,2021-09-17,17:02:00
2021-09-17 17:07:00,5.0,4.7,4.3,95.6,6.6,4.4,0.3,720,2021-09-17,17:07:00
2021-09-17 17:12:00,5.0,4.7,4.3,95.6,6.6,4.4,0.3,720,2021-09-17,17:12:00
2021-09-17 17:17:00,5.0,4.8,4.3,96.5,6.6,4.5,0.2,720,2021-09-17,17:17:00
2021-09-17 17:22:00,5.3,5.0,4.6,95.6,6.7,4.7,0.3,720,2021-09-17,17:22:00
2021-09-17 17:27:00,5.9,5.6,5.3,95.7,6.9,5.2,0.3,721,2021-09-17,17:27:00
2021-09-17 17:32:00,6.2,5.9,5.7,95.8,7.1,5.6,0.3,723,2021-09-17,17:32:00
2021-09-17 17:37:00,6.4,6.1,5.8,95.8,7.2,5.8,0.3,728,2021-09-17,17:37:00
2021-09-17 17:42:00,6.4,6.1,5.9,95.8,7.2,5.8,0.3,732,2021-09-17,17:42:00
2021-09-17 17:47:00,6.3,6.0,5.6,95.8,7.2,5.7,0.3,737,2021-09-17,17:47:00
2021-09-17 17:52:00,6.0,5.6,5.2,94.9,6.9,5.2,0.4,739,2021-09-17,17:52:00
2021-09-17 17:57:00,5.7,5.3,4.8,94.8,6.8,4.9,0.4,742,2021-09-17,17:57:00
2021-09-17 18:02:00,5.4,5.1,4.6,95.7,6.7,4.8,0.3,743,2021-09-17,18:02:00
2021-09-17 18:07:00,5.3,5.0,4.4,95.6,6.7,4.6,0.3,743,2021-09-17,18:07:00
2021-09-17 18:12:00,5.1,4.8,4.3,95.6,6.6,4.5,0.3,744,2021-09-17,18:12:00
2021-09-17 18:17:00,5.0,4.7,4.3,95.6,6.6,4.4,0.3,742,2021-09-17,18:17:00
2021-09-17 18:22:00,4.9,4.6,4.2,95.6,6.5,4.3,0.3,742,2021-09-17,18:22:00
2021-09-17 18:27:00,4.8,4.5,4.0,95.5,6.4,4.1,0.3,742,2021-09-17,18:27:00
2021-09-17 18:32:00,4.9,4.7,4.3,96.5,6.6,4.4,0.2,741,2021-09-17,18:32:00
2021-09-17 18:37:00,5.7,5.5,5.2,97.5,7.0,5.3,0.2,741,2021-09-17,18:37:00
2021-09-17 18:42:00,6.3,6.0,5.9,96.7,7.2,5.8,0.2,741,2021-09-17,18:42:00
2021-09-17 18:47:00,6.1,5.8,5.5,94.9,7.0,5.4,0.4,740,2021-09-17,18:47:00
2021-09-17 18:52:00,5.8,5.4,4.9,94.8,6.8,5.0,0.4,742,2021-09-17,18:52:00
2021-09-17 18:57:00,5.4,5.1,4.6,94.8,6.7,4.7,0.4,742,2021-09-17,18:57:00
2021-09-17 19:02:00,5.2,4.8,4.3,94.7,6.6,4.4,0.4,743,2021-09-17,19:02:00
2021-09-17 19:07:00,5.1,4.7,4.2,94.7,6.5,4.3,0.4,743,2021-09-17,19:07:00
2021-09-17 19:12:00,4.8,4.5,4.1,95.6,6.5,4.2,0.3,744,2021-09-17,19:12:00
2021-09-17 19:17:00,4.8,4.5,4.1,96.5,6.5,4.2,0.2,744,2021-09-17,19:17:00
2021-09-17 19:22:00,5.3,5.1,4.8,97.5,6.8,4.9,0.2,742,2021-09-17,19:22:00
2021-09-17 19:27:00,6.0,5.8,5.6,96.6,7.1,5.5,0.2,743,2021-09-17,19:27:00
2021-09-17 19:32:00,6.3,6.0,5.8,95.8,7.1,5.6,0.3,744,2021-09-17,19:32:00
2021-09-17 19:37:00,5.9,5.5,5.1,94.9,6.9,5.1,0.4,743,2021-09-17,19:37:00
2021-09-17 19:42:00,5.6,5.2,4.7,94.8,6.7,4.8,0.4,746,2021-09-17,19:42:00
2021-09-17 19:47:00,5.2,4.9,4.4,95.6,6.6,4.5,0.3,747,2021-09-17,19:47:00
2021-09-17 19:52:00,4.9,4.6,4.1,95.6,6.5,4.3,0.3,747,2021-09-17,19:52:00
2021-09-17 19:57:00,4.9,4.6,4.2,95.6,6.5,4.3,0.3,746,2021-09-17,19:57:00
2021-09-17 20:02:00,5.6,5.4,5.0,96.6,6.9,5.1,0.2,746,2021-09-17,20:02:00
2021-09-17 20:07:00,6.2,6.0,5.6,96.7,7.2,5.7,0.2,747,2021-09-17,20:07:00
2021-09-17 20:12:00,6.4,6.0,5.9,95.0,7.1,5.6,0.4,748,2021-09-17,20:12:00
2021-09-17 20:17:00,5.9,5.6,5.2,94.9,6.9,5.2,0.4,748,2021-09-17,20:17:00
2021-09-17 20:22:00,5.5,5.2,4.7,95.7,6.8,4.9,0.3,748,2021-09-17,20:22:00
2021-09-17 20:27:00,5.2,4.9,4.4,95.6,6.6,4.5,0.3,747,2021-09-17,20:27:00
2021-09-17 20:32:00,4.9,4.6,4.2,95.6,6.5,4.3,0.3,746,2021-09-17,20:32:00
2021-09-17 20:37:00,4.9,4.6,4.1,95.6,6.5,4.2,0.3,745,2021-09-17,20:37:00
2021-09-17 20:42:00,5.4,5.1,4.8,96.6,6.8,4.9,0.2,746,2021-09-17,20:42:00
2021-09-17 20:47:00,6.0,5.8,5.4,97.5,7.1,5.6,0.2,748,2021-09-17,20:47:00
2021-09-17 20:52:00,6.4,6.2,5.9,96.7,7.3,6.0,0.2,751,2021-09-17,20:52:00
2021-09-17 20:57:00,6.1,5.8,5.4,94.9,7.0,5.4,0.4,749,2021-09-17,20:57:00
2021-09-17 21:02:00,5.6,5.3,4.9,95.7,6.8,5.0,0.3,747,2021-09-17,21:02:00
2021-09-17 21:07:00,5.3,5.0,4.5,95.6,6.7,4.7,0.3,745,2021-09-17,21:07:00
2021-09-17 21:12:00,5.1,4.7,4.3,94.7,6.5,4.3,0.4,745,2021-09-17,21:12:00
2021-09-17 21:17:00,4.8,4.5,4.1,95.6,6.5,4.2,0.3,745,2021-09-17,21:17:00
2021-09-17 21:22:00,4.9,4.6,4.1,95.6,6.5,4.2,0.3,744,2021-09-17,21:22:00
2021-09-17 21:27:00,5.4,5.1,4.8,96.6,6.8,4.9,0.2,745,2021-09-17,21:27:00
2021-09-17 21:32:00,6.0,5.8,5.4,97.5,7.1,5.6,0.2,748,2021-09-17,21:32:00
2021-09-17 21:37:00,6.4,6.1,5.9,96.7,7.2,5.9,0.2,751,2021-09-17,21:37:00
2021-09-17 21:42:00,6.1,5.8,5.5,94.9,7.0,5.4,0.4,750,2021-09-17,21:42:00
2021-09-17 21:47:00,5.6,5.3,4.8,94.8,6.8,4.9,0.4,749,2021-09-17,21:47:00
2021-09-17 21:52:00,5.6,5.3,4.8,95.7,6.8,4.9,0.3,748,2021-09-17,21:52:00
2021-09-17 21:57:00,5.8,5.6,5.1,96.6,7.0,5.3,0.2,747,2021-09-17,21:57:00
2021-09-17 22:02:00,5.9,5.6,5.3,96.6,7.0,5.4,0.2,750,2021-09-17,22:02:00
2021-09-17 22:07:00,5.6,5.2,4.8,94.8,6.7,4.8,0.4,752,2021-09-17,22:07:00
2021-09-17 22:12:00,5.1,4.8,4.4,95.6,6.6,4.5,0.3,753,2021-09-17,22:12:00
2021-09-17 22:17:00,4.9,4.6,4.1,95.6,6.5,4.3,0.3,754,2021-09-17,22:17:00
2021-09-17 22:22:00,5.4,5.1,4.8,96.6,6.8,4.9,0.2,756,2021-09-17,22:22:00
2021-09-17 22:27:00,6.0,5.8,5.4,96.6,7.1,5.5,0.2,758,2021-09-17,22:27:00
2021-09-17 22:32:00,6.4,6.2,5.9,97.6,7.3,6.0,0.2,760,2021-09-17,22:32:00
2021-09-17 22:37:00,6.1,5.8,5.4,94.9,7.0,5.4,0.4,760,2021-09-17,22:37:00
2021-09-17 22:42:00,5.6,5.3,4.8,94.8,6.8,4.9,0.4,759,2021-09-17,22:42:00
2021-09-17 22:47:00,5.3,4.9,4.4,94.7,6.6,4.5,0.4,759,2021-09-17,22:47:00
2021-09-17 22:52:00,5.0,4.7,4.2,95.6,6.6,4.4,0.3,759,2021-09-17,22:52:00
2021-09-17 22:57:00,4.8,4.5,4.0,95.6,6.5,4.2,0.3,759,2021-09-17,22:57:00
2021-09-17 23:02:00,5.3,5.0,4.6,95.6,6.7,4.7,0.3,759,2021-09-17,23:02:00
2021-09-17 23:07:00,5.8,5.6,5.3,96.6,7.0,5.3,0.2,762,2021-09-17,23:07:00
2021-09-17 23:12:00,6.3,6.1,5.8,97.5,7.3,5.9,0.2,766,2021-09-17,23:12:00
2021-09-17 23:17:00,6.3,6.0,5.8,95.8,7.2,5.7,0.3,768,2021-09-17,23:17:00
2021-09-17 23:22:00,5.8,5.5,5.1,94.8,6.9,5.1,0.4,765,2021-09-17,23:22:00
2021-09-17 23:27:00,5.5,5.1,4.6,94.8,6.7,4.7,0.4,765,2021-09-17,23:27:00
2021-09-17 23:32:00,5.2,4.8,4.4,94.7,6.6,4.4,0.4,765,2021-09-17,23:32:00
2021-09-17 23:37:00,5.0,4.7,4.2,95.6,6.6,4.4,0.3,766,2021-09-17,23:37:00
2021-09-17 23:42:00,4.9,4.5,4.0,94.6,6.4,4.1,0.4,765,2021-09-17,23:42:00
2021-09-17 23:47:00,4.9,4.6,4.2,95.6,6.5,4.3,0.3,765,2021-09-17,23:47:00
2021-09-17 23:52:00,5.5,5.3,4.9,96.6,6.8,5.0,0.2,766,2021-09-17,23:52:00
2021-09-17 23:57:00,6.0,5.8,5.6,97.5,7.1,5.6,0.2,769,2021-09-17,23:57:00
2021-09-18 00:02:00,6.4,6.1,5.9,96.7,7.2,5.9,0.2,774,2021-09-18,00:02:00
2021-09-18 00:07:00,6.2,5.8,5.5,94.9,7.0,5.4,0.4,771,2021-09-18,00:07:00
2021-09-18 00:12:00,5.8,5.4,4.9,94.8,6.8,5.0,0.4,769,2021-09-18,00:12:00
2021-09-18 00:17:00,5.5,5.1,4.6,93.9,6.6,4.6,0.4,768,2021-09-18,00:17:00
2021-09-18 00:22:00,5.2,4.8,4.1,94.7,6.6,4.4,0.4,769,2021-09-18,00:22:00
2021-09-18 00:27:00,4.9,4.6,3.9,95.6,6.5,4.2,0.3,769,2021-09-18,00:27:00
2021-09-18 00:32:00,4.7,4.4,3.7,95.5,6.4,4.0,0.3,770,2021-09-18,00:32:00
2021-09-18 00:37:00,4.5,4.1,3.5,94.6,6.3,3.7,0.4,770,2021-09-18,00:37:00
2021-09-18 00:42:00,4.9,4.6,4.3,95.6,6.5,4.3,0.3,769,2021-09-18,00:42:00
2021-09-18 00:47:00,5.6,5.3,5.1,96.6,6.9,5.1,0.2,773,2021-09-18,00:47:00
2021-09-18 00:52:00,6.1,5.8,5.8,96.6,7.1,5.6,0.2,778,2021-09-18,00:52:00
2021-09-18 00:57:00,6.5,6.1,6.1,95.0,7.2,5.8,0.4,784,2021-09-18,00:57:00
2021-09-18 01:02:00,6.3,5.8,5.4,94.1,7.0,5.4,0.4,783,2021-09-18,01:02:00
2021-09-18 01:07:00,5.6,5.3,4.8,94.8,6.8,4.9,0.4,783,2021-09-18,01:07:00
2021-09-18 01:12:00,5.2,4.8,4.3,94.7,6.6,4.4,0.4,783,2021-09-18,01:12:00
2021-09-18 01:17:00,5.0,4.6,4.0,94.7,6.5,4.2,0.4,783,2021-09-18,01:17:00
2021-09-18 01:22:00,4.8,4.5,3.8,94.6,6.4,4.0,0.4,783,2021-09-18,01:22:00
2021-09-18 01:27:00,4.8,4.4,3.7,94.6,6.4,4.0,0.4,781,2021-09-18,01:27:00
2021-09-18 01:32:00,4.6,4.3,3.6,95.5,6.4,3.9,0.3,781,2021-09-18,01:32:00
2021-09-18 01:37:00,4.9,4.6,4.3,95.6,6.5,4.3,0.3,780,2021-09-18,01:37:00
2021-09-18 01:42:00,5.6,5.3,5.1,95.7,6.8,4.9,0.3,783,2021-09-18,01:42:00
2021-09-18 01:47:00,6.0,5.8,5.7,96.6,7.1,5.5,0.2,790,2021-09-18,01:47:00
2021-09-18 01:52:00,6.3,6.0,5.9,95.8,7.2,5.7,0.3,794,2021-09-18,01:52:00
2021-09-18 01:57:00,5.9,5.5,5.1,94.9,6.9,5.1,0.4,790,2021-09-18,01:57:00
2021-09-18 02:02:00,5.6,5.1,4.6,93.9,6.7,4.7,0.4,788,2021-09-18,02:02:00
